AAA,BBB,CCC,DDD,EEE
13.38,16.05,7.90,14.11,27.14
13.06,15.90,7.91,14.16,27.24
12.98,15.85,7.96,14.04,27.70
12.67,16.02,7.91,14.01,28.14
12.61,16.23,7.91,14.13,28.25
12.56,16.25,7.82,14.03,28.33
12.80,16.55,7.85,14.22,28.34
12.83,16.46,7.99,14.20,28.30
12.90,16.50,7.88,14.22,28.37
12.92,16.11,7.81,13.95,28.16
12.77,16.01,7.86,13.90,28.08
12.80,15.77,7.87,14.13,28.50
12.60,15.71,7.86,14.00,28.09
12.52,15.61,7.79,13.85,28.22
12.39,15.90,7.79,13.87,28.61
12.21,15.65,7.74,13.85,28.99
12.21,15.78,7.78,13.87,28.73
12.17,15.87,7.67,13.76,28.64
11.94,15.75,7.64,13.63,28.49
11.83,15.83,7.74,13.60,28.27
11.88,15.92,7.73,13.82,28.76
11.78,15.96,7.76,13.72,28.58
11.59,16.05,7.69,13.95,28.62
11.68,16.00,7.77,14.08,28.64
11.71,16.05,7.80,14.03,29.25
11.76,15.91,7.74,14.15,29.79
11.81,15.88,7.75,14.18,29.95
11.78,16.03,7.81,14.15,30.41
11.85,16.02,7.76,14.02,30.62
11.82,15.77,7.74,14.12,30.94
11.90,15.59,7.81,14.17,30.83
11.96,15.67,7.79,14.05,30.98
12.05,15.53,7.80,13.86,30.75
12.16,15.58,7.82,13.69,30.95
12.32,15.45,7.91,13.86,30.53
12.32,15.43,7.95,13.67,30.80
12.14,15.28,7.96,13.65,30.78
12.20,15.27,8.06,13.72,31.03
12.09,15.29,7.93,13.82,30.79
12.25,15.43,7.86,13.84,30.80
12.25,15.29,7.68,13.99,30.53
12.26,15.37,7.58,14.41,29.58
12.09,15.28,7.60,14.16,29.45
12.29,15.05,7.58,14.40,29.26
12.47,15.09,7.52,14.11,29.38
12.49,15.07,7.54,14.21,29.13
12.25,15.11,7.53,14.23,29.57
12.19,15.18,7.63,14.13,29.60
12.24,15.01,7.57,14.34,29.32
12.37,15.12,7.43,14.43,29.66
12.52,15.19,7.45,14.42,29.73
12.39,15.14,7.40,14.64,29.35
12.35,15.01,7.44,14.57,29.02
12.53,14.76,7.57,14.36,28.89
12.53,14.47,7.59,14.32,28.94
12.58,14.49,7.56,14.22,29.15
12.32,14.46,7.49,14.18,29.10
12.43,14.45,7.39,14.17,29.08
12.53,14.43,7.45,14.12,29.05
12.55,14.48,7.39,13.87,29.16
12.55,14.36,7.46,13.98,29.19
12.67,14.30,7.52,14.11,29.30
12.62,14.17,7.41,13.94,29.71
12.75,14.27,7.44,13.90,29.91
12.66,14.43,7.54,13.73,30.40
12.56,14.39,7.44,13.51,31.09
12.40,14.31,7.35,13.47,30.67
12.16,14.11,7.17,13.66,30.02
12.21,14.06,7.07,13.64,29.62
12.41,14.02,7.07,13.59,29.77
12.63,14.05,7.08,13.60,29.08
12.52,14.01,7.04,13.80,29.16
12.29,13.70,6.92,13.88,28.93
12.34,13.78,6.93,13.95,28.67
12.49,13.65,6.88,14.01,28.61
12.45,13.85,6.88,14.08,28.32
12.41,14.07,6.90,14.26,28.21
12.49,13.99,6.96,14.34,28.42
12.52,14.03,6.99,14.46,28.35
12.58,13.87,7.09,14.65,28.34
12.44,13.97,7.10,14.80,27.87
12.42,13.82,7.07,14.60,28.06
12.31,13.84,6.98,14.59,28.29
12.36,13.95,6.99,14.75,28.14
12.39,13.94,7.05,14.70,28.37
12.36,13.77,7.01,14.95,28.47
12.43,13.81,7.06,15.02,28.63
12.39,13.86,7.05,15.04,28.58
12.53,14.21,7.01,15.12,28.54
12.49,14.45,6.94,15.06,28.65
12.43,14.42,6.88,15.08,28.60
12.35,14.28,6.80,15.07,28.67
12.34,14.27,6.77,15.00,28.34
12.33,14.16,6.89,15.09,28.50
12.33,14.06,6.87,14.99,28.62
12.41,14.35,6.97,15.02,28.45
12.23,14.51,6.98,15.04,28.79
12.19,14.82,6.99,15.12,28.81
12.45,14.88,7.00,15.28,28.77
12.45,14.98,6.91,15.36,28.26
12.49,14.99,6.78,15.47,28.42
12.59,15.11,6.80,15.58,28.18
12.94,15.38,6.79,15.53,28.19
12.92,15.19,6.73,15.73,27.94
12.92,15.07,6.77,15.72,27.99
13.09,14.89,6.76,15.47,27.74
12.91,14.96,6.84,15.52,27.83
12.98,15.04,6.79,15.63,27.60
12.84,15.15,6.82,15.86,27.38
12.91,15.12,6.77,15.86,27.02
12.93,15.12,6.75,15.68,27.02
12.84,14.94,6.74,15.79,27.74
12.69,15.18,6.74,15.76,27.46
12.78,15.32,6.82,15.68,27.77
12.85,15.23,6.85,15.56,27.44
12.81,15.34,6.87,15.55,27.63
12.99,15.35,6.85,15.61,27.76
12.85,15.63,6.87,15.47,27.93
12.63,15.73,6.88,15.61,27.88
12.52,15.37,6.76,15.61,28.20
12.47,15.30,6.78,15.64,28.53
12.52,15.15,6.86,15.54,28.48
12.37,15.08,6.78,15.46,28.73
12.49,14.88,6.83,15.45,29.01
12.72,14.91,6.84,15.38,29.05
13.00,14.95,6.75,15.34,28.76
13.08,15.06,6.67,15.44,29.19
13.05,15.01,6.76,15.38,29.64
13.13,15.19,6.73,15.79,29.52
12.94,15.19,6.77,15.94,29.39
13.04,15.13,6.73,15.94,29.43
13.13,15.10,6.74,15.76,29.28
13.14,15.19,6.77,15.52,29.45
13.23,15.47,6.78,15.59,28.94
13.24,15.61,6.90,15.57,29.26
13.34,15.47,6.99,15.71,29.31
13.22,15.52,6.91,15.88,29.31
13.36,15.95,6.91,15.99,29.39
13.20,15.87,6.93,15.92,29.24
13.14,15.96,6.95,15.81,29.15
13.17,15.87,7.02,15.74,29.10
13.11,15.72,7.01,15.93,29.80
12.89,15.96,7.07,15.68,29.47
13.10,15.87,6.99,15.70,29.94
12.93,16.31,7.03,15.81,29.64
13.00,16.53,7.00,16.01,29.49
12.95,16.44,6.97,16.16,29.45
13.05,16.27,6.91,16.08,29.57
13.00,16.00,6.92,16.13,29.21
12.98,16.07,6.98,15.94,29.41
12.85,15.82,6.93,16.06,28.91
12.77,15.92,7.02,15.95,29.13
12.85,16.19,7.00,16.14,28.79
12.99,16.36,6.98,16.35,29.13
13.16,16.34,6.88,16.60,29.11
13.10,16.34,6.83,16.60,28.96
13.10,16.37,6.82,16.71,29.25
13.11,16.52,6.87,16.76,29.22
13.38,16.62,6.81,16.75,29.26
13.47,16.52,6.84,16.61,28.96
13.58,16.53,6.88,16.91,28.60
13.45,16.38,6.87,17.19,28.88
13.29,16.10,6.94,17.24,28.96
13.24,16.29,6.75,17.35,29.04
13.14,16.21,6.80,17.22,29.29
13.19,16.24,6.86,17.67,29.15
13.22,16.05,6.77,17.74,29.20
12.88,16.09,6.75,17.76,29.54
13.09,16.43,6.79,17.69,29.34
13.23,16.39,6.72,17.73,29.27
13.28,16.25,6.66,17.72,29.32
13.15,16.05,6.54,18.00,29.51
13.14,15.85,6.70,18.19,29.47
13.25,15.88,6.76,18.21,29.07
13.24,15.94,6.73,18.21,29.49
13.40,15.85,6.71,18.25,29.25
13.64,15.76,6.64,18.22,28.98
13.52,15.91,6.59,18.26,28.85
13.46,16.17,6.73,18.23,28.65
13.47,16.16,6.76,18.39,28.14
13.52,16.24,6.79,18.31,28.48
13.47,15.99,6.88,18.54,28.83
13.74,16.02,6.89,19.04,28.74
13.91,16.11,6.97,18.85,28.62
14.11,16.54,6.84,18.69,28.49
14.05,16.50,6.83,18.58,28.44
14.04,16.57,6.79,18.46,28.65
14.09,16.63,6.87,17.99,28.52
14.22,16.49,6.98,18.40,28.59
14.17,16.45,6.94,18.72,28.87
14.40,16.16,6.92,18.65,28.74
14.28,16.20,6.80,18.59,29.46
14.30,16.40,6.79,18.62,29.85
14.23,16.55,6.78,18.41,29.72
14.31,16.51,6.74,18.09,29.59
14.34,16.51,6.79,18.10,29.57
14.20,16.37,6.77,17.91,29.55
14.24,16.34,6.78,18.09,29.76
14.26,16.31,6.80,17.96,29.93
14.29,16.44,6.75,18.09,29.79
14.49,16.33,6.81,18.10,29.17
14.71,16.24,6.77,18.05,29.26
14.83,16.19,6.88,17.78,29.47
14.80,16.34,6.96,17.65,29.92
14.78,16.21,6.88,17.74,30.04
14.85,16.24,6.89,17.56,29.98
14.93,16.45,6.87,17.70,30.38
14.97,16.35,6.72,17.83,30.03
15.02,16.28,6.76,17.78,30.08
15.14,16.28,6.76,17.92,30.29
15.30,16.29,6.90,17.91,29.82
15.07,16.58,6.95,18.17,30.33
15.15,16.59,7.01,17.97,30.33
15.29,16.57,6.99,18.15,30.38
15.01,16.50,7.00,17.90,30.36
15.01,16.29,7.00,18.00,30.04
14.82,16.30,6.98,17.68,29.79
14.68,16.39,6.96,17.41,29.94
14.58,16.26,7.06,17.75,30.19
14.51,16.08,7.13,17.45,30.36
14.51,16.22,7.25,17.46,30.74
14.46,16.19,7.14,17.39,30.71
14.16,16.26,7.06,17.23,30.44
14.28,16.26,7.03,17.11,30.64
14.23,16.27,6.97,17.12,30.19
14.32,16.23,7.01,16.82,30.22
14.41,16.45,7.01,17.03,30.12
14.51,16.60,7.03,16.96,30.78
14.54,16.66,7.07,16.72,30.96
14.58,16.70,7.01,16.64,31.29
14.76,16.55,7.04,16.84,31.10
14.93,16.41,6.93,16.82,31.15
14.91,16.45,6.88,16.97,31.06
14.98,16.63,6.92,16.85,30.54
15.02,16.64,6.94,16.85,30.60
14.97,16.53,6.95,16.69,30.23
14.77,16.76,6.82,16.73,30.72
14.88,16.81,6.78,16.90,30.98
14.63,17.02,6.78,16.79,31.03
14.71,16.91,6.67,16.87,30.71
14.65,16.87,6.70,16.67,30.99
14.54,17.03,6.66,16.58,31.10
14.68,17.21,6.68,16.57,31.06
14.81,17.30,6.57,16.65,30.87
14.80,17.44,6.58,16.84,30.68
14.87,17.43,6.60,17.09,30.50
14.74,17.40,6.51,16.91,30.50
14.71,17.60,6.44,16.92,30.68
14.86,17.40,6.34,16.83,30.67
15.12,17.32,6.47,16.76,31.12
15.33,17.33,6.32,16.83,30.93
15.15,17.57,6.44,16.79,31.74
15.00,17.76,6.47,16.61,31.70
14.99,18.01,6.42,16.75,32.02
14.70,18.05,6.43,16.48,31.96
14.48,18.18,6.41,16.37,32.23
14.37,18.29,6.55,16.48,32.53
14.40,18.30,6.60,16.29,31.97
14.41,18.66,6.59,16.25,31.74
14.37,18.69,6.47,16.06,31.76
14.55,18.59,6.45,15.81,31.46
14.54,18.75,6.51,15.80,31.26
13.96,19.38,6.47,16.00,30.84
13.80,19.32,6.56,16.06,30.88
13.93,19.37,6.58,16.02,31.07
13.90,19.54,6.64,15.85,30.99
13.98,19.71,6.66,15.96,31.76
13.72,19.68,6.64,16.34,31.65
13.59,19.95,6.57,16.26,32.13
13.53,20.27,6.56,16.23,31.83
13.37,19.98,6.55,16.16,31.47
13.67,19.99,6.56,16.08,31.43
13.49,20.15,6.46,16.21,31.17
13.52,19.97,6.44,16.50,31.25
13.57,20.01,6.52,16.44,31.15
13.64,19.67,6.60,16.37,31.92
13.78,19.25,6.64,16.41,31.76
13.69,19.32,6.70,16.22,31.63
13.39,19.27,6.74,16.58,31.45
13.38,19.13,6.71,16.37,31.36
13.58,18.98,6.85,16.22,31.21
13.77,18.84,6.89,16.28,30.93
13.81,19.06,7.05,16.61,30.63
13.91,19.23,6.99,16.40,30.89
13.77,19.24,6.94,16.25,31.02
13.55,19.14,6.93,16.18,31.17
13.65,18.84,6.90,16.33,30.99
13.58,18.82,6.93,16.54,30.81
13.46,18.85,6.93,16.57,30.46
13.50,18.65,6.90,16.67,29.92
13.46,18.63,6.90,16.91,29.62
13.58,18.72,6.87,16.87,29.68
13.50,18.62,6.84,17.10,29.45
13.15,18.80,6.82,16.74,29.73
13.18,19.00,6.81,16.62,30.02
13.24,18.92,6.86,16.69,29.78
13.23,19.14,6.94,16.98,29.50
13.06,18.97,6.95,16.93,29.78
13.32,19.03,6.84,17.32,29.92
13.45,19.11,6.77,17.18,30.51
13.37,19.02,6.65,16.97,30.45
13.27,19.27,6.74,17.06,30.31
13.20,19.66,6.77,17.00,30.62
13.06,19.29,6.69,16.91,30.29
12.86,19.46,6.60,17.14,30.75
13.05,19.65,6.51,16.79,30.96
12.91,19.53,6.41,16.67,31.31
13.08,19.73,6.52,16.63,31.62
13.16,19.85,6.54,16.33,31.44
13.00,19.87,6.57,15.82,31.34
13.14,19.60,6.52,15.66,31.61
12.96,19.50,6.55,15.72,31.46
12.96,19.46,6.55,15.79,31.25
12.90,19.37,6.44,15.61,31.28
12.81,19.28,6.52,15.72,31.75
13.06,18.79,6.50,15.68,32.33
13.25,18.76,6.56,15.42,32.51
13.26,18.92,6.56,15.66,31.81
13.11,18.61,6.50,15.35,32.12
13.15,18.59,6.50,15.34,32.72
13.14,18.48,6.52,15.48,32.81
13.10,18.54,6.61,15.30,33.20
13.17,18.52,6.58,15.21,32.80
13.28,18.23,6.61,15.05,33.08
13.59,18.43,6.56,14.84,32.87
13.61,18.67,6.61,15.04,32.69
13.41,18.32,6.68,15.18,32.60
13.42,18.74,6.56,15.11,32.51
13.47,18.82,6.57,15.17,32.67
13.53,18.85,6.57,15.24,33.31
13.45,19.06,6.67,15.47,33.01
13.54,18.89,6.59,15.38,32.87
13.57,18.93,6.65,15.44,32.57
13.52,18.68,6.73,15.71,32.46
13.35,18.87,6.68,15.96,32.47
13.39,18.98,6.83,16.32,32.47
13.12,18.72,6.78,16.19,32.49
13.36,18.52,6.64,16.11,32.53
13.43,18.47,6.64,16.25,32.76
13.42,18.26,6.70,16.58,33.23
13.53,18.32,6.67,16.58,33.15
13.42,17.95,6.60,16.37,32.81
13.52,17.87,6.68,16.37,33.24
13.45,18.23,6.75,16.68,33.33
13.62,18.47,6.81,16.68,33.56
13.75,18.78,6.84,16.95,33.34
13.74,18.71,6.79,17.14,33.83
13.67,18.64,6.81,16.95,33.81
13.85,18.34,6.77,16.94,33.68
13.77,18.31,6.80,17.13,33.70
13.87,18.22,6.69,17.23,33.67
13.85,18.16,6.65,17.19,33.20
14.09,18.17,6.61,17.20,33.73
14.13,17.92,6.64,17.35,33.28
14.22,17.81,6.65,17.41,33.05
14.38,17.73,6.61,17.66,32.99
14.51,17.72,6.57,17.64,33.43
14.51,17.52,6.60,17.64,33.58
14.42,17.63,6.63,17.62,33.58
14.73,17.35,6.60,17.59,33.82
14.79,17.20,6.67,17.61,33.81
14.60,17.23,6.77,17.90,33.89
14.57,17.45,6.77,17.70,33.59
14.75,17.53,6.70,17.40,33.29
14.70,17.77,6.71,17.30,33.78
14.72,17.64,6.77,17.35,34.81
14.77,17.72,6.78,17.30,35.04
14.80,17.78,6.84,17.28,35.44
14.58,17.63,6.85,17.15,35.52
14.70,17.62,6.93,17.27,35.99
14.97,18.00,6.85,17.19,35.62
14.99,18.11,6.87,17.06,35.48
14.97,18.25,6.86,17.32,35.51
14.78,18.35,6.85,17.32,35.40
14.37,18.46,6.88,17.00,35.44
14.39,18.20,6.79,16.81,35.55
14.31,18.41,6.76,16.61,36.30
14.54,18.44,6.65,16.62,36.56
14.69,18.63,6.61,16.57,35.87
14.59,18.54,6.58,16.45,35.23
14.87,18.56,6.49,16.15,34.94
14.95,18.35,6.50,16.18,34.96
15.22,18.75,6.43,16.14,34.62
15.14,18.82,6.50,16.18,34.42
15.14,18.93,6.52,16.25,34.32
15.12,18.78,6.46,15.92,35.02
15.02,18.91,6.42,16.26,34.41
14.93,19.25,6.37,16.30,34.13
15.16,19.37,6.38,16.53,33.85
14.96,19.27,6.43,16.46,34.14
14.99,19.34,6.42,16.21,34.27
15.08,19.46,6.41,16.39,34.04
14.89,19.74,6.52,16.49,34.06
15.10,19.58,6.50,16.51,33.86
14.94,19.92,6.48,16.39,34.46
15.01,19.95,6.47,16.38,34.54
15.05,20.06,6.56,16.45,34.07
14.93,19.87,6.50,16.39,34.29
15.05,19.88,6.38,16.48,34.28
14.89,20.05,6.38,16.37,34.45
14.69,19.93,6.31,16.27,34.60
14.67,19.93,6.38,16.54,34.35
14.57,19.69,6.41,16.50,34.03
14.50,19.54,6.37,16.41,33.94
14.54,19.57,6.33,16.53,33.32
14.34,19.85,6.38,16.50,33.49
14.32,19.75,6.38,16.63,33.12
14.21,19.77,6.41,16.72,32.95
14.34,20.18,6.29,16.47,32.79
14.20,20.05,6.26,16.43,32.76
14.04,20.42,6.23,16.52,32.63
14.09,20.39,6.24,16.47,32.99
14.16,20.25,6.19,16.74,33.11
14.09,20.19,6.22,16.87,33.22
14.03,20.14,6.28,16.82,33.28
13.97,20.20,6.35,16.84,33.71
14.22,20.35,6.37,16.82,33.95
14.09,20.40,6.32,16.93,34.07
14.19,20.20,6.27,16.91,33.86
14.30,20.00,6.29,17.00,33.89
14.39,19.96,6.18,17.17,34.05
14.43,19.67,6.20,17.30,34.19
14.44,19.43,6.10,17.01,33.83
14.71,19.93,6.08,17.09,34.37
15.06,19.71,6.21,17.17,34.35
14.97,19.62,6.11,17.29,34.49
14.64,19.81,6.19,17.06,34.46
14.84,19.61,6.10,17.18,35.20
14.94,19.42,6.18,16.98,35.70
15.08,19.43,6.28,17.01,35.64
15.08,19.54,6.17,16.87,35.87
15.05,19.61,6.26,16.68,35.86
15.21,19.52,6.17,17.00,36.51
15.05,19.47,6.19,17.00,36.30
15.37,19.70,6.25,16.79,36.58
15.27,19.62,6.21,16.67,36.24
15.27,19.45,6.16,16.72,36.11
15.16,19.30,6.13,16.76,35.59
15.19,19.13,6.09,16.82,35.91
15.35,19.30,6.14,16.77,35.86
15.34,19.73,6.05,16.78,35.47
15.48,19.44,6.02,17.08,35.79
15.57,19.09,6.11,17.04,35.83
15.47,18.94,6.02,17.10,35.46
15.63,19.09,6.07,17.03,35.22
15.40,18.98,6.07,17.21,35.44
15.37,19.04,6.19,16.82,35.15
15.60,19.12,6.30,16.89,35.66
15.83,19.15,6.29,16.84,35.28
15.67,19.04,6.28,17.06,35.02
15.59,18.59,6.25,17.11,34.86
15.69,18.80,6.28,17.05,35.20
15.79,19.08,6.33,17.15,35.48
15.66,19.01,6.39,16.92,35.51
15.61,18.95,6.41,17.15,35.63
15.80,18.85,6.36,17.10,35.50
15.96,18.63,6.46,17.00,35.35
15.68,18.03,6.35,17.07,35.39
15.64,18.33,6.43,16.88,35.30
15.61,18.19,6.47,16.82,34.66
15.65,18.47,6.49,16.97,34.10
15.70,18.32,6.59,16.80,33.97
15.58,18.27,6.71,16.73,33.86
15.51,18.17,6.86,16.65,33.75
15.75,18.17,6.83,16.71,33.86
15.67,18.52,6.93,16.87,33.80
15.51,18.61,6.94,16.72,33.58
15.53,18.34,6.92,16.80,33.44
15.62,18.31,6.84,16.68,33.61
15.55,18.64,6.97,16.64,33.83
15.67,18.45,6.93,16.72,34.01
15.72,18.71,6.88,16.54,33.84
15.85,19.09,6.84,16.50,34.24
15.83,19.31,6.94,16.56,34.30
15.93,18.81,6.84,16.73,34.11
15.81,18.95,6.71,16.90,33.88
15.86,19.05,6.76,16.84,33.95
15.74,19.17,6.72,16.96,33.78
16.08,19.44,6.73,16.71,33.34
16.09,19.81,6.73,16.70,34.16
16.14,19.70,6.60,16.62,34.27
16.14,19.48,6.54,16.68,34.17
16.21,19.67,6.60,16.83,34.47
16.22,19.75,6.63,17.04,34.31
16.10,19.73,6.56,16.66,34.51
15.90,19.98,6.65,16.58,34.69
15.99,19.74,6.61,16.87,34.99
15.80,19.95,6.65,17.07,34.82
15.96,19.95,6.67,17.08,34.51
15.88,19.92,6.67,17.11,34.87
16.11,19.92,6.66,16.86,34.20
15.92,19.99,6.71,17.00,34.19
15.63,20.28,6.73,17.04,34.46
15.72,20.23,6.67,17.25,34.52
15.77,20.34,6.66,17.32,35.05
15.63,19.96,6.65,17.30,35.43
15.56,19.86,6.65,17.22,35.13
15.47,19.99,6.76,17.25,35.59
15.53,20.35,6.79,16.93,35.40
15.52,20.30,6.81,16.57,35.29
15.52,20.08,6.82,16.57,35.27
15.40,20.07,6.83,16.52,35.62
15.58,19.93,6.85,16.50,36.06
15.54,19.88,6.82,16.35,36.18
15.56,19.73,6.84,16.40,35.89
15.58,19.52,6.85,16.23,35.97
15.60,19.32,6.83,16.24,35.26
15.61,19.12,6.94,16.44,35.91
15.66,19.07,6.88,16.22,36.13
15.62,18.98,6.82,16.41,36.36
15.55,19.02,6.87,16.44,35.98
15.40,19.11,6.95,16.32,35.89
15.35,19.31,6.97,16.29,36.28
15.62,19.22,7.03,16.24,36.60
15.61,19.25,6.88,15.91,36.64
15.24,19.43,6.83,15.80,36.29
15.23,18.97,6.80,16.12,36.28
15.28,19.23,6.92,15.94,35.57
15.45,19.49,6.98,15.69,34.98
15.55,19.58,6.88,15.61,35.00
15.71,19.32,6.86,15.59,35.09
15.77,19.46,6.97,15.75,35.02
15.44,19.33,6.88,15.89,34.97
15.66,19.29,6.92,15.92,35.27
15.63,19.52,6.91,15.71,35.70
15.84,19.25,6.81,15.40,35.70
15.95,19.36,6.89,15.27,36.11
16.09,19.69,6.85,15.16,36.56
16.20,19.61,6.89,15.25,36.64
16.19,19.48,6.87,15.14,36.64
15.96,19.64,6.89,15.38,37.30
15.87,19.74,6.97,15.25,37.18
15.67,19.96,7.05,15.40,37.20
15.91,20.16,7.09,15.62,37.52
15.66,20.31,7.13,15.70,37.40
15.83,20.31,7.08,15.81,37.29
16.01,20.16,6.98,15.53,36.75
15.98,20.23,6.92,15.58,36.82
15.97,20.30,6.93,15.61,36.50
15.83,20.15,6.98,15.63,36.84
15.78,20.14,6.96,15.39,36.85
15.56,20.21,6.98,15.38,36.47
15.54,19.94,7.13,15.44,35.90
15.67,19.55,6.94,15.32,35.76
15.58,19.74,7.04,15.48,35.77
15.59,19.85,7.06,15.42,36.35
15.68,19.88,7.06,15.61,36.60
15.87,19.81,7.11,15.78,37.09
15.78,19.40,7.11,15.95,36.84
15.54,19.62,7.05,16.22,36.94
15.60,19.98,6.95,16.23,36.67
15.19,19.93,6.98,16.26,37.15
15.19,19.98,6.97,16.29,37.41
15.08,19.96,7.00,16.04,37.37
15.12,20.38,7.08,16.13,38.21
15.02,20.48,7.16,16.16,38.32
14.73,20.24,7.21,15.97,38.65
14.60,20.05,7.25,15.97,37.99
14.68,20.13,7.13,16.10,37.79
14.87,20.29,7.07,15.99,37.56
14.72,20.08,7.17,16.11,36.88
14.84,19.90,7.32,16.16,37.05
14.76,19.42,7.35,16.26,37.50
14.59,19.66,7.33,16.48,37.79
14.57,19.54,7.42,16.40,37.74
14.75,19.30,7.43,16.21,37.89
14.69,19.08,7.58,16.07,37.82
14.60,19.04,7.57,16.04,38.35
14.60,18.86,7.57,16.22,38.03
14.74,18.76,7.54,16.38,38.53
14.68,18.89,7.51,16.33,39.20
14.65,19.10,7.48,16.38,39.56
14.70,19.43,7.47,16.43,39.59
14.76,19.10,7.37,16.42,39.99
14.76,19.04,7.45,16.66,39.60
14.78,18.82,7.54,16.82,39.58
14.63,18.90,7.51,16.82,39.58
14.92,18.70,7.50,17.01,39.70
15.05,18.64,7.53,17.18,39.44
14.94,18.71,7.61,17.04,39.77
14.88,18.96,7.64,17.10,40.02
14.72,19.15,7.58,16.90,40.95
14.72,19.25,7.65,16.86,40.93
14.71,19.08,7.70,16.68,40.96
14.61,19.34,7.58,16.54,41.33
14.29,19.14,7.65,16.64,41.06
14.37,18.87,7.83,16.90,41.59
14.29,18.81,7.79,17.11,41.41
14.29,18.80,7.78,17.09,41.54
14.49,18.77,7.60,16.93,42.14
14.65,18.65,7.58,16.95,42.49
14.55,18.31,7.55,16.78,42.59
14.42,18.46,7.54,16.80,42.25
14.17,18.45,7.44,16.86,41.83
14.10,18.51,7.52,17.14,41.77
14.06,18.32,7.61,17.07,40.83
14.02,18.60,7.57,17.13,41.42
14.22,18.62,7.49,16.70,41.70
14.17,18.43,7.61,17.14,41.36
14.14,18.19,7.56,17.12,41.43
14.15,18.32,7.57,17.01,41.41
14.02,18.35,7.54,17.21,41.23
14.12,18.62,7.47,17.20,41.19
14.16,18.80,7.46,17.33,40.86
14.21,18.89,7.39,17.25,40.58
14.28,18.88,7.30,16.95,40.64
14.23,18.95,7.37,17.16,40.68
14.32,18.76,7.27,17.00,41.17
14.14,18.61,7.25,17.13,41.24
14.06,18.66,7.29,17.36,41.06
13.98,18.97,7.31,17.44,41.26
14.16,18.66,7.32,17.33,41.57
14.36,18.96,7.36,17.16,41.46
14.62,18.77,7.33,17.17,41.26
14.36,18.98,7.25,17.25,40.91
14.34,18.62,7.31,17.45,41.20
14.20,18.49,7.39,17.21,41.04
14.40,18.64,7.49,17.11,41.35
14.56,18.52,7.39,17.02,41.46
14.40,18.41,7.51,17.11,41.10
14.47,18.81,7.56,17.03,41.84
14.52,18.66,7.70,17.23,41.78
14.63,18.81,7.76,16.92,41.17
14.75,18.94,7.92,16.92,41.27
14.91,18.97,7.92,16.61,40.99
15.02,19.01,7.92,16.42,41.13
15.25,18.93,7.95,16.58,41.14
15.22,18.77,7.97,16.44,41.46
15.08,18.73,7.97,16.35,41.69
15.23,18.77,8.07,16.25,41.53
15.23,18.63,7.96,16.53,41.46
15.17,18.79,8.02,16.50,41.12
15.25,19.04,8.09,16.67,40.92
15.41,19.03,8.26,16.71,40.85
15.30,18.85,8.24,16.82,41.40
15.39,18.94,8.18,16.79,41.89
15.56,18.95,8.27,16.70,41.49
15.31,18.83,8.26,16.81,40.94
14.94,18.74,8.20,16.74,40.86
15.08,18.79,8.11,16.71,40.65
14.75,18.86,8.00,16.66,40.77
14.85,18.72,7.86,16.94,40.84
14.91,18.77,7.76,16.71,40.81
15.04,18.73,7.88,16.62,40.14
14.90,18.50,7.86,16.54,40.22
14.94,18.65,7.85,16.48,39.49
15.25,18.40,7.83,16.64,39.68
15.58,18.50,7.88,16.66,39.40
15.44,18.50,8.06,16.63,39.81
15.59,18.68,8.15,16.72,39.18
15.70,18.61,8.09,17.02,39.39
15.76,19.09,8.10,16.94,39.45
15.69,19.17,8.18,16.94,39.25
15.75,19.00,8.18,17.15,39.12
15.54,19.26,8.12,17.05,38.38
15.77,19.14,8.25,17.17,38.17
15.71,19.42,8.40,17.39,37.90
15.73,19.38,8.35,17.48,37.86
15.57,19.42,8.37,17.84,38.02
15.74,19.55,8.39,17.68,37.31
15.75,20.04,8.51,17.67,37.52
15.75,20.04,8.34,17.55,37.96
15.64,20.05,8.38,17.59,38.23
15.53,20.12,8.33,17.67,38.06
15.73,20.42,8.36,17.60,38.09
15.58,20.46,8.54,17.55,38.09
15.73,20.34,8.70,17.78,37.62
15.51,20.42,8.80,18.02,37.19
15.58,20.47,8.70,18.25,36.85
15.42,20.42,8.65,18.26,37.72
15.53,20.42,8.72,18.01,37.39
15.51,20.39,8.73,17.72,38.37
15.34,20.37,8.69,17.95,38.48
15.50,20.24,8.85,17.78,38.55
15.66,20.16,8.99,17.42,38.97
15.71,20.24,9.00,17.47,39.40
15.84,20.67,8.87,17.37,38.34
15.47,20.67,8.73,17.18,38.53
15.38,20.42,8.67,17.44,38.14
15.44,20.18,8.69,17.48,38.59
15.15,20.39,8.85,17.34,38.96
15.41,20.53,8.96,17.54,38.38
15.30,20.53,9.03,17.22,38.12
15.18,20.16,9.14,17.26,37.27
15.05,20.14,9.04,17.32,37.11
15.07,20.13,8.96,17.30,37.74
14.92,20.09,8.97,17.42,38.23
15.01,20.04,8.97,17.22,37.78
15.02,19.64,9.01,17.19,37.70
14.98,19.99,9.01,17.05,38.17
14.85,20.15,8.93,16.93,38.87
14.94,20.13,8.97,16.66,38.79
14.82,19.82,9.00,16.49,39.16
15.04,19.69,9.05,16.72,39.50
14.90,19.58,9.13,16.70,39.55
15.06,19.45,9.16,16.77,40.01
14.88,19.33,9.23,16.75,40.15
15.05,19.45,9.25,16.59,39.84
15.13,19.61,9.39,16.66,39.18
